Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Success_rate_1st,Success_rate_2nd,Grade_improvement,Target_encoded
1,1,1,9147,1,1,122.0,1,37,37,9,7,120.6,1,0,0,1,0,1,19,0,0,5,5,5,12.8,0,5,8,5,11.6,9.4,-0.8,-3.12,1.0,1.0,-1.200000000000001,2
1,17,3,9238,1,1,118.0,1,1,19,4,10,112.4,1,0,0,1,0,0,19,0,0,6,10,5,11.285714285714286,0,6,7,0,0.0,16.2,0.3,-0.92,0.8333333333333334,0.0,-11.285714285714286,0
1,1,1,171,1,1,174.0,1,5,3,3,3,157.9,0,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,-0.3,0.79,0.0,0.0,0.0,2
1,43,1,9254,1,1,142.0,1,38,38,9,9,125.9,0,0,0,1,0,1,19,0,0,6,0,0,0.0,0,6,11,1,10.0,10.8,1.4,1.74,0.0,0.16666666666666666,10.0,0
1,17,2,9500,1,1,131.0,1,38,1,5,7,118.4,1,0,0,1,0,1,20,0,0,7,9,6,13.766666666666666,0,8,9,8,13.744444444444444,16.2,0.3,-0.92,0.8571428571428571,1.0,-0.022222222222222143,0
1,1,3,9500,1,1,139.0,1,18,18,1,1,130.8,1,0,0,0,0,0,18,0,0,8,9,6,12.758333333333333,0,8,9,6,12.758333333333333,9.4,-0.8,-3.12,0.75,0.75,0.0,0
1,1,1,171,1,1,170.0,1,19,19,8,8,176.7,1,0,0,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,0.6,2.02,0.0,0.0,0.0,0
1,1,1,9070,1,1,182.0,1,19,1,5,7,156.8,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,6,8,6,13.25,10.8,1.4,1.74,1.0,1.0,0.5833333333333339,2
1,1,1,9085,1,1,125.0,1,19,37,3,7,126.8,0,0,0,1,0,0,18,0,0,6,13,6,12.0,0,6,16,4,12.75,11.1,0.6,2.02,1.0,0.6666666666666666,0.75,1
1,1,1,9238,1,1,142.0,1,1,37,5,7,128.0,0,0,0,1,0,1,19,0,0,6,8,6,12.25,0,6,8,6,12.0,16.2,0.3,-0.92,1.0,1.0,-0.25,2
1,1,2,9147,1,1,119.0,1,19,37,4,5,113.8,1,0,0,1,0,0,20,0,0,5,8,3,11.333333333333334,0,5,8,5,12.2,7.6,2.6,0.32,0.6,1.0,0.8666666666666654,2
1,17,5,9500,1,1,128.0,1,1,1,4,5,120.8,1,0,0,1,0,1,19,0,0,7,9,7,13.507142857142856,0,8,12,8,13.05,16.2,0.3,-0.92,1.0,1.0,-0.4571428571428555,2
1,1,3,9500,1,1,150.0,1,19,38,1,1,130.8,1,0,0,1,0,0,18,0,0,8,8,7,13.614285714285714,0,8,8,7,13.614285714285714,12.7,3.7,-1.7,0.875,0.875,0.0,2
1,39,1,9254,1,1,133.1,1,19,1,4,1,101.0,0,0,1,1,0,0,25,0,0,6,6,0,0.0,0,6,6,0,0.0,15.5,2.8,-4.06,0.0,0.0,0.0,0
1,17,5,9070,1,1,131.0,1,37,37,9,9,126.1,1,0,0,0,0,0,18,0,0,6,9,4,11.5,0,6,6,6,12.166666666666666,7.6,2.6,0.32,0.6666666666666666,1.0,0.6666666666666661,2
1,1,5,9773,1,1,118.0,1,38,19,9,9,113.8,1,0,0,1,0,0,19,0,0,6,7,6,12.333333333333334,0,6,7,6,12.5,8.9,1.4,3.51,1.0,1.0,0.16666666666666607,2
1,17,2,9556,1,1,122.0,1,19,38,4,8,118.3,1,0,0,1,0,1,19,0,0,7,7,7,11.971428571428572,0,8,8,8,14.4375,15.5,2.8,-4.06,1.0,1.0,2.4660714285714285,2
1,1,1,9147,1,1,116.0,1,19,19,5,8,127.9,0,0,1,0,0,1,20,0,0,5,12,2,13.0,0,5,13,2,11.5,9.4,-0.8,-3.12,0.4,0.4,-1.5,0
1,17,5,9500,1,1,137.0,1,1,1,5,4,131.1,1,0,0,1,0,0,18,0,0,7,9,7,12.385714285714286,0,8,9,7,12.728571428571428,13.9,-0.3,0.79,1.0,0.875,0.34285714285714164,1
1,17,4,9085,1,1,128.0,1,38,37,4,9,117.9,1,0,0,1,0,0,20,0,0,5,12,2,13.5,0,5,12,5,11.285714285714286,10.8,1.4,1.74,0.4,1.0,-2.2142857142857135,2
1,17,1,9238,1,1,123.0,1,1,1,9,9,115.7,1,0,0,1,0,0,21,0,0,6,8,6,12.166666666666666,0,6,7,6,13.285714285714286,11.1,0.6,2.02,1.0,1.0,1.1190476190476204,2
1,1,2,171,1,1,133.1,1,3,1,2,3,141.0,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,3.7,-1.7,0.0,0.0,0.0,2
2,39,1,8014,0,12,110.0,1,37,37,7,9,120.0,0,0,0,1,0,0,42,0,0,6,6,6,11.666666666666666,0,6,6,6,13.666666666666666,10.8,1.4,1.74,1.0,1.0,2.0,2
1,17,1,9130,1,1,143.0,1,3,3,2,2,131.8,1,0,1,0,0,0,18,0,0,6,9,5,12.4,0,6,12,5,14.166666666666666,8.9,1.4,3.51,0.8333333333333334,0.8333333333333334,1.7666666666666657,1
1,1,1,9070,1,1,150.0,1,37,37,9,6,131.1,0,0,0,1,0,1,19,0,0,6,7,5,13.4,0,6,6,6,12.833333333333334,15.5,2.8,-4.06,0.8333333333333334,1.0,-0.5666666666666664,2
1,1,6,9254,1,1,129.0,1,38,19,9,5,117.8,1,0,0,1,0,0,18,0,0,6,11,6,12.0,0,6,11,4,12.5,8.9,1.4,3.51,1.0,0.6666666666666666,0.5,2
1,10,1,9085,1,1,140.0,1,19,19,4,5,140.0,1,0,0,1,0,0,21,0,0,5,6,5,14.2,0,5,5,5,14.8,10.8,1.4,1.74,1.0,1.0,0.6000000000000014,2
1,1,1,9238,1,1,133.1,1,38,37,5,5,108.0,0,0,0,1,0,1,20,0,0,6,8,6,12.125,0,6,7,6,14.428571428571429,16.2,0.3,-0.92,1.0,1.0,2.303571428571429,2
1,1,1,9853,1,1,132.0,1,1,19,3,3,122.9,1,0,0,1,0,0,20,0,0,7,7,7,13.857142857142858,0,7,7,7,13.285714285714286,11.1,0.6,2.02,1.0,1.0,-0.5714285714285712,2
1,44,1,9085,1,39,130.0,1,3,1,2,9,130.0,1,0,0,1,0,0,21,0,1,6,13,3,11.75,1,6,13,5,12.333333333333334,12.4,0.5,1.79,0.5,0.8333333333333334,0.5833333333333339,1
1,1,4,9500,1,1,137.0,1,38,37,7,7,126.0,1,0,0,1,0,0,19,0,0,7,9,7,14.283333333333337,0,8,9,8,13.125555555555556,15.5,2.8,-4.06,1.0,1.0,-1.1577777777777811,2
1,42,1,9238,1,1,133.1,1,1,19,4,9,134.0,0,0,0,1,0,0,21,0,10,13,21,11,13.272727272727272,6,11,13,9,13.0,7.6,2.6,0.32,0.8461538461538461,0.8181818181818182,-0.2727272727272716,2
1,1,1,9070,1,1,143.0,1,38,19,151,193,134.3,1,1,0,1,0,0,19,0,0,6,6,6,14.666666666666666,0,6,7,6,15.142857142857142,8.9,1.4,3.51,1.0,1.0,0.4761904761904763,2
1,1,1,9500,1,1,148.0,1,19,19,9,9,138.7,0,0,0,1,0,1,19,0,0,7,10,7,15.114999999999998,0,8,10,8,15.092,15.5,2.8,-4.06,1.0,1.0,-0.02299999999999791,2
1,17,2,171,1,1,137.0,1,1,1,4,1,143.3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-0.8,-3.12,0.0,0.0,0.0,1
1,44,1,9085,1,39,160.0,1,37,19,9,10,160.0,1,0,0,1,0,0,22,0,1,6,13,6,15.0,1,6,7,6,13.142857142857142,16.2,0.3,-0.92,1.0,1.0,-1.8571428571428577,2
1,1,2,9853,1,1,112.0,1,3,1,3,5,111.0,0,0,0,1,0,0,21,0,0,6,8,5,13.2,0,6,9,5,14.333333333333334,9.4,-0.8,-3.12,0.8333333333333334,0.8333333333333334,1.1333333333333346,2
1,17,4,9254,1,1,133.0,1,37,37,5,8,128.5,1,0,0,1,0,1,18,0,0,6,14,2,11.0,0,6,14,3,10.333333333333334,7.6,2.6,0.32,0.3333333333333333,0.5,-0.6666666666666661,0
1,1,4,9500,1,1,142.0,1,1,3,1,2,133.0,0,0,0,1,0,1,20,0,0,8,8,7,14.565714285714288,0,8,8,7,14.565714285714288,10.8,1.4,1.74,0.875,0.875,0.0,2
1,17,2,9670,1,1,123.0,1,34,37,0,0,114.6,1,0,1,0,0,0,18,0,0,5,8,3,12.0,0,5,6,4,10.75,7.6,2.6,0.32,0.6,0.8,-1.25,0
1,17,1,9238,1,1,103.0,1,19,37,7,9,104.1,0,0,0,1,0,0,20,0,0,6,6,0,0.0,0,5,5,0,0.0,8.9,1.4,3.51,0.0,0.0,0.0,0
1,17,4,9500,1,1,140.0,1,1,1,3,3,127.6,1,0,0,1,0,0,23,0,0,7,7,6,13.796666666666669,0,8,11,7,13.775,12.4,0.5,1.79,0.8571428571428571,0.875,-0.021666666666668277,2
1,1,2,9773,1,1,159.0,1,1,1,3,3,151.0,1,0,0,1,0,0,18,0,0,6,6,6,14.833333333333334,0,6,6,6,15.333333333333334,12.7,3.7,-1.7,1.0,1.0,0.5,2
1,44,1,9238,1,39,140.0,1,1,1,9,3,135.7,1,0,0,1,0,0,20,0,3,6,6,6,12.833333333333334,2,6,6,6,13.833333333333334,12.4,0.5,1.79,1.0,1.0,1.0,2
1,17,1,9500,1,1,148.0,1,38,37,5,9,137.8,1,0,0,1,0,1,18,0,0,8,8,7,14.962857142857144,0,8,8,7,14.962857142857144,10.8,1.4,1.74,0.875,0.875,0.0,2
1,1,6,9147,1,1,112.0,1,38,38,9,9,117.3,1,0,0,1,0,0,20,0,0,5,8,4,12.0,0,5,8,5,11.2,11.1,0.6,2.02,0.8,1.0,-0.8000000000000007,2
1,18,2,9500,1,1,131.0,1,1,3,3,2,121.2,1,0,0,1,0,0,18,0,0,7,8,7,12.4,0,8,9,8,12.8,16.2,0.3,-0.92,1.0,1.0,0.40000000000000036,2
1,17,1,9670,1,1,145.0,1,3,3,2,1,129.3,1,0,0,1,0,0,20,0,0,6,7,6,15.571428571428571,0,6,6,6,17.166666666666668,16.2,0.3,-0.92,1.0,1.0,1.5952380952380967,2
1,1,5,9500,1,1,133.1,1,1,1,5,8,123.0,1,0,0,1,0,0,19,0,0,8,8,7,13.714285714285714,0,8,8,7,13.714285714285714,12.7,3.7,-1.7,0.875,0.875,0.0,2
1,44,1,9085,1,39,140.0,1,1,19,4,4,140.0,0,0,0,1,0,0,21,0,2,6,9,6,13.142857142857142,0,6,9,6,12.166666666666666,13.9,-0.3,0.79,1.0,1.0,-0.9761904761904763,2
2,7,1,9070,1,43,140.0,1,37,1,9,7,140.0,0,0,0,1,0,0,33,0,0,6,7,6,15.0,0,6,8,3,11.0,11.1,0.6,2.02,1.0,0.5,-4.0,2
1,1,1,9085,1,1,150.0,1,12,2,4,2,144.6,0,0,1,0,0,0,24,0,0,5,6,1,13.0,0,5,5,0,0.0,7.6,2.6,0.32,0.2,0.0,-13.0,0
1,43,1,9238,1,1,120.0,1,1,38,4,3,118.3,0,0,0,1,0,1,20,0,8,11,12,11,12.0,6,11,14,11,12.75,13.9,-0.3,0.79,1.0,1.0,0.75,2
1,1,1,171,1,1,156.0,1,19,38,9,1,153.6,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-0.8,-3.12,0.0,0.0,0.0,2
1,1,4,9070,1,1,167.0,1,1,1,7,3,158.3,1,0,0,1,0,0,18,0,0,6,6,6,15.166666666666666,0,6,6,6,14.166666666666666,15.5,2.8,-4.06,1.0,1.0,-1.0,2
1,43,1,8014,0,6,133.1,1,34,34,0,0,100.0,0,0,1,1,0,0,29,0,1,6,9,4,12.0,1,6,13,2,10.5,7.6,2.6,0.32,0.6666666666666666,0.3333333333333333,-1.5,0
1,17,1,9500,1,1,147.0,1,1,1,5,5,134.9,0,1,0,1,0,0,18,0,0,7,7,7,13.642857142857142,0,8,11,8,14.772727272727272,16.2,0.3,-0.92,1.0,1.0,1.1298701298701292,2
1,1,3,9773,1,1,129.0,1,38,37,5,5,142.0,1,0,0,1,0,0,19,0,0,6,8,6,12.666666666666666,0,6,7,6,12.714285714285714,9.4,-0.8,-3.12,1.0,1.0,0.04761904761904745,2
1,17,1,171,1,1,136.0,1,38,38,7,7,127.3,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0.0,15.5,2.8,-4.06,0.0,0.0,0.0,0
1,17,1,9238,1,1,128.0,1,19,19,5,4,116.5,0,0,0,1,0,1,18,0,0,6,8,5,10.8,0,6,9,6,10.5,12.4,0.5,1.79,0.8333333333333334,1.0,-0.3000000000000007,2
1,43,1,9500,1,1,140.0,1,19,19,7,7,138.6,0,0,0,1,0,1,19,0,0,7,9,6,14.25,0,8,11,8,13.063636363636364,16.2,0.3,-0.92,0.8571428571428571,1.0,-1.1863636363636356,2
1,42,1,9853,1,1,141.0,1,37,19,9,3,133.0,0,0,0,1,0,0,20,0,6,14,22,12,12.153846153846152,5,12,18,10,12.9,10.8,1.4,1.74,0.8571428571428571,0.8333333333333334,0.7461538461538488,0
1,17,2,9238,1,1,133.0,1,2,1,3,4,136.2,1,0,0,1,0,0,19,0,0,6,14,1,11.5,0,6,12,2,10.5,7.6,2.6,0.32,0.16666666666666666,0.3333333333333333,-1.0,1
1,17,1,9254,1,1,125.0,1,19,19,7,5,118.0,1,0,0,1,0,1,19,0,0,6,10,4,12.25,0,6,9,3,12.333333333333334,9.4,-0.8,-3.12,0.6666666666666666,0.5,0.08333333333333393,2
1,1,1,9070,1,1,124.0,1,19,37,4,4,126.8,0,0,0,1,0,1,18,0,1,6,8,6,12.0,0,6,12,5,11.142857142857142,13.9,-0.3,0.79,1.0,0.8333333333333334,-0.8571428571428577,1
1,1,6,9500,1,1,140.0,1,19,38,5,7,128.5,1,0,0,1,0,1,18,0,0,8,8,8,13.40375,0,8,8,8,13.40375,9.4,-0.8,-3.12,1.0,1.0,0.0,2
1,17,1,9254,1,1,140.0,1,3,1,2,3,129.9,0,0,0,1,0,1,19,0,0,6,15,6,11.333333333333334,0,6,9,3,12.666666666666666,9.4,-0.8,-3.12,1.0,0.5,1.3333333333333321,2
1,17,4,9773,1,1,137.0,1,1,1,5,5,125.8,0,0,1,1,1,0,20,0,0,6,7,5,12.2,0,6,6,6,12.333333333333334,12.7,3.7,-1.7,0.8333333333333334,1.0,0.13333333333333464,0
1,17,1,171,1,1,144.0,1,37,37,9,6,129.3,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,2.6,0.32,0.0,0.0,0.0,1
1,1,6,9500,1,1,138.0,1,4,19,2,3,124.7,1,0,0,1,1,0,18,0,0,7,0,0,0.0,0,8,0,0,0.0,16.2,0.3,-0.92,0.0,0.0,0.0,0
1,39,1,9003,1,1,130.0,1,3,1,2,4,154.9,0,0,1,0,1,0,35,0,0,6,8,5,16.166666666666668,0,6,10,4,16.0,8.9,1.4,3.51,0.8333333333333334,0.6666666666666666,-0.16666666666666785,0
1,17,1,9119,1,1,142.0,1,19,38,9,7,127.3,0,0,0,1,1,0,18,0,0,5,10,3,11.0,0,5,6,3,11.0,16.2,0.3,-0.92,0.6,0.6,0.0,1
1,1,1,171,1,1,136.0,1,37,19,5,8,129.0,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,-0.3,0.79,0.0,0.0,0.0,2
1,1,2,9773,1,1,133.1,1,38,19,4,7,98.0,1,0,0,1,1,1,19,0,0,6,8,4,12.0,0,6,8,6,12.285714285714286,15.5,2.8,-4.06,0.6666666666666666,1.0,0.2857142857142865,1
1,17,2,9147,1,1,130.0,1,1,38,5,7,122.0,1,0,0,1,1,0,20,0,0,5,8,2,10.5,0,5,11,4,12.25,10.8,1.4,1.74,0.4,0.8,1.75,1
1,43,1,9070,1,1,117.0,1,1,1,4,7,112.5,1,0,0,1,1,0,19,0,3,6,7,3,11.666666666666666,1,6,13,4,10.333333333333334,13.9,-0.3,0.79,0.5,0.6666666666666666,-1.3333333333333321,1
1,1,3,9147,1,1,136.0,1,38,38,9,9,127.3,1,0,0,1,1,0,19,0,0,5,8,3,11.0,0,5,7,2,10.0,12.7,3.7,-1.7,0.6,0.4,-1.0,0
1,39,2,9556,1,1,133.1,1,1,1,9,10,100.5,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,7,13,0,0.0,11.1,0.6,2.02,0.0,0.0,0.0,0
1,39,1,8014,0,1,140.0,1,37,37,9,7,122.0,1,0,1,0,1,0,29,0,0,6,11,4,12.5,0,6,7,0,0.0,12.4,0.5,1.79,0.6666666666666666,0.0,-12.5,0
1,39,1,9500,1,1,150.0,1,38,3,9,1,140.0,0,0,0,1,1,0,24,0,0,7,11,7,11.294444444444444,0,8,22,2,12.6,15.5,2.8,-4.06,1.0,0.25,1.3055555555555554,2
1,17,2,9254,1,1,121.0,1,19,38,6,6,116.1,1,0,0,1,1,0,19,0,0,6,8,5,11.2,0,6,11,4,12.5,15.5,2.8,-4.06,0.8333333333333334,0.6666666666666666,1.3000000000000007,2
2,7,1,171,1,3,120.0,1,19,19,9,9,130.0,1,0,0,1,1,0,37,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,2.6,0.32,0.0,0.0,0.0,0
1,5,2,9070,1,1,143.0,1,1,1,4,10,146.2,1,0,0,1,1,0,18,0,0,6,7,5,13.2,0,6,6,5,11.8,16.2,0.3,-0.92,0.8333333333333334,0.8333333333333334,-1.3999999999999986,2
1,44,1,9119,1,39,180.0,1,1,1,9,8,180.0,0,0,0,1,1,1,20,0,3,7,12,6,14.142857142857142,1,6,10,6,14.125,12.4,0.5,1.79,0.8571428571428571,1.0,-0.01785714285714235,1
1,1,5,9147,1,1,132.0,1,39,39,3,3,127.8,1,0,0,0,1,0,18,0,0,5,0,0,0.0,0,5,0,0,0.0,11.1,0.6,2.02,0.0,0.0,0.0,0
1,43,1,9147,1,1,130.0,1,37,19,9,8,130.8,0,0,0,1,1,0,22,0,0,5,5,0,0.0,0,5,9,3,13.333333333333334,16.2,0.3,-0.92,0.0,0.6,13.333333333333334,1
1,17,2,9147,1,1,133.1,1,38,38,4,7,109.0,1,0,0,1,1,1,22,0,0,5,7,3,12.333333333333334,0,5,9,3,10.571428571428571,10.8,1.4,1.74,0.6,0.6,-1.7619047619047628,1
1,1,5,9773,1,1,131.0,1,1,38,9,5,132.4,1,0,1,0,1,0,18,0,0,6,6,0,0.0,0,6,0,0,0.0,11.1,0.6,2.02,0.0,0.0,0.0,0
1,1,3,9500,1,1,149.0,1,1,1,4,4,129.3,1,0,0,1,1,0,18,0,0,8,8,7,13.1,0,8,8,7,13.1,12.7,3.7,-1.7,0.875,0.875,0.0,2
1,1,1,9070,1,1,124.0,1,37,37,9,9,125.4,1,0,0,1,1,0,19,0,0,6,6,6,13.5,0,6,6,6,13.166666666666666,9.4,-0.8,-3.12,1.0,1.0,-0.3333333333333339,2
1,1,1,9119,1,1,126.0,1,38,19,5,5,130.2,0,0,0,1,1,0,19,0,0,5,7,5,10.2,0,5,8,3,12.0,10.8,1.4,1.74,1.0,0.6,1.8000000000000007,1
1,1,1,9238,1,1,140.0,1,19,38,9,9,132.0,0,0,0,1,1,0,19,0,0,6,10,5,11.571428571428571,0,6,10,3,13.0,16.2,0.3,-0.92,0.8333333333333334,0.5,1.4285714285714288,0
1,44,1,9003,1,39,170.0,1,19,19,9,7,170.0,1,0,1,1,1,0,21,0,0,6,7,6,15.285714285714286,0,6,6,6,15.166666666666666,12.4,0.5,1.79,1.0,1.0,-0.1190476190476204,2
1,1,2,9773,1,1,133.0,1,3,1,2,4,130.2,0,0,0,1,1,0,19,0,0,6,9,5,12.6,6,10,16,8,11.0,8.9,1.4,3.51,0.8333333333333334,0.8,-1.5999999999999996,1
1,18,2,9556,1,1,126.0,1,3,3,2,2,115.5,0,0,0,1,1,0,18,0,0,7,11,6,13.433333333333332,0,7,10,4,13.6,8.9,1.4,3.51,0.8571428571428571,0.5714285714285714,0.16666666666666785,2
1,16,2,9147,1,1,129.0,1,19,19,4,9,127.6,1,0,0,1,1,0,19,0,0,5,8,5,11.6,0,5,9,3,11.0,10.8,1.4,1.74,1.0,0.6,-0.5999999999999996,0
1,7,1,9773,1,43,140.0,1,19,1,4,8,140.0,0,0,0,1,1,0,25,0,0,6,6,6,14.666666666666666,0,6,6,6,13.5,11.1,0.6,2.02,1.0,1.0,-1.166666666666666,2
1,1,1,9070,1,1,130.0,1,37,1,9,8,120.2,1,0,0,1,1,0,22,0,0,6,9,6,14.666666666666666,0,6,12,6,14.666666666666666,12.7,3.7,-1.7,1.0,1.0,0.0,2
1,39,1,9500,1,1,130.0,1,1,1,4,9,150.0,0,0,0,1,1,0,24,0,0,8,8,7,12.742857142857144,0,8,8,7,12.742857142857144,12.7,3.7,-1.7,0.875,0.875,0.0,2
1,1,2,9500,1,1,99.0,1,1,3,5,10,100.0,1,0,0,1,1,0,19,0,0,7,9,7,11.975,0,8,9,7,13.12857142857143,13.9,-0.3,0.79,1.0,0.875,1.1535714285714302,2
1,43,1,9119,1,1,146.0,1,3,1,2,3,100.0,0,0,0,1,1,0,18,0,0,5,9,4,12.25,0,5,11,3,11.666666666666666,13.9,-0.3,0.79,0.8,0.6,-0.5833333333333339,1
1,17,1,171,1,1,129.0,1,38,37,4,6,128.0,0,0,0,0,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-0.8,-3.12,0.0,0.0,0.0,0
1,1,2,9500,1,1,132.0,1,19,19,9,7,128.0,1,0,0,1,1,1,19,0,0,8,8,7,14.935714285714283,0,8,8,7,14.935714285714283,10.8,1.4,1.74,0.875,0.875,0.0,2
1,43,3,9254,1,1,110.0,1,37,37,9,9,107.2,1,0,0,1,1,0,19,0,1,6,16,2,10.5,0,6,15,4,10.0,7.6,2.6,0.32,0.3333333333333333,0.6666666666666666,-0.5,0
1,1,1,9670,1,1,116.0,1,3,3,3,3,110.1,1,0,0,1,1,0,19,0,0,6,9,5,13.333333333333334,0,6,6,5,13.0,12.4,0.5,1.79,0.8333333333333334,0.8333333333333334,-0.3333333333333339,2
1,43,1,9003,1,1,119.0,1,37,37,9,6,119.0,0,0,1,1,1,0,23,0,0,6,6,0,0.0,0,6,8,0,0.0,15.5,2.8,-4.06,0.0,0.0,0.0,0
2,39,1,9773,1,1,120.0,1,37,38,9,3,155.5,0,0,0,1,1,0,47,0,0,6,12,5,13.8,0,6,13,4,14.0,12.7,3.7,-1.7,0.8333333333333334,0.6666666666666666,0.1999999999999993,0
1,1,1,9070,1,1,117.0,1,1,1,3,9,118.4,0,0,0,1,1,0,19,0,0,6,6,6,11.833333333333334,0,6,8,4,10.75,16.2,0.3,-0.92,1.0,0.6666666666666666,-1.083333333333334,2
1,1,4,171,1,1,137.0,1,1,38,4,8,141.2,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,0.6,2.02,0.0,0.0,0.0,2
1,1,1,171,1,1,124.0,1,3,3,2,2,119.1,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0.0,16.2,0.3,-0.92,0.0,0.0,0.0,0
1,43,1,9147,1,1,151.0,1,1,3,1,1,111.0,0,0,0,1,1,0,28,0,0,5,9,2,10.0,0,5,9,0,0.0,15.5,2.8,-4.06,0.4,0.0,-10.0,0
1,43,1,9254,1,6,138.6,1,34,34,0,0,138.6,1,0,0,1,1,0,20,0,0,6,10,4,11.5,0,6,11,3,11.666666666666666,7.6,2.6,0.32,0.6666666666666666,0.5,0.16666666666666607,0
1,17,2,9254,1,1,118.0,1,19,19,5,7,121.2,0,0,0,1,1,1,18,0,0,6,12,3,10.666666666666666,0,6,9,4,12.0,15.5,2.8,-4.06,0.5,0.6666666666666666,1.333333333333334,1
1,1,1,171,1,1,136.0,1,19,19,4,8,150.4,1,0,0,1,1,1,21,0,0,0,0,0,0.0,0,0,0,0,0.0,12.4,0.5,1.79,0.0,0.0,0.0,2
1,1,1,9254,1,1,123.0,1,38,19,9,4,117.8,0,0,0,1,1,0,19,0,0,6,10,4,12.75,0,6,12,2,13.0,10.8,1.4,1.74,0.6666666666666666,0.3333333333333333,0.25,1
1,39,1,9254,1,19,133.1,1,38,37,4,5,102.5,0,0,1,0,1,0,24,0,0,6,7,0,0.0,0,6,7,0,0.0,16.2,0.3,-0.92,0.0,0.0,0.0,0
1,39,1,9130,1,1,130.0,1,19,1,191,144,110.0,0,0,0,1,1,0,24,0,0,6,11,6,11.333333333333334,0,6,12,3,11.333333333333334,16.2,0.3,-0.92,1.0,0.5,0.0,1
1,39,1,9085,1,12,133.1,1,38,19,9,8,138.3,1,0,1,0,1,0,25,0,0,6,6,0,0.0,0,6,6,0,0.0,8.9,1.4,3.51,0.0,0.0,0.0,1
1,39,1,9254,1,1,150.0,1,3,1,3,4,122.3,0,0,0,1,1,0,28,0,0,6,10,6,13.0,0,6,8,5,12.2,13.9,-0.3,0.79,1.0,0.8333333333333334,-0.8000000000000007,2
2,39,1,9991,0,1,130.0,1,37,37,9,9,127.8,0,0,0,1,1,0,37,0,0,5,7,4,10.75,0,5,7,3,11.333333333333334,7.6,2.6,0.32,0.8,0.6,0.5833333333333339,1
1,43,1,9119,1,1,128.0,1,1,38,4,7,100.0,0,0,0,1,1,0,19,0,0,5,8,5,12.0,0,5,12,2,10.5,13.9,-0.3,0.79,1.0,0.4,-1.5,1
1,17,4,9500,1,1,133.0,1,38,37,5,7,126.4,1,0,0,1,1,1,18,0,0,7,7,7,13.462857142857144,0,8,8,8,13.90625,11.1,0.6,2.02,1.0,1.0,0.4433928571428556,2
1,39,1,9254,1,19,133.1,1,37,37,90,90,100.0,0,0,0,1,1,0,48,0,0,6,13,3,10.0,0,6,15,1,10.0,7.6,2.6,0.32,0.5,0.16666666666666666,0.0,0
1,17,4,9238,1,1,129.0,1,37,37,9,8,117.1,1,0,0,1,1,0,21,0,0,6,6,6,12.333333333333334,0,6,7,6,13.666666666666666,8.9,1.4,3.51,1.0,1.0,1.3333333333333321,2
1,17,1,9500,1,1,128.0,1,1,1,4,5,124.7,0,0,0,1,1,1,19,0,0,7,11,6,12.528571428571428,0,7,10,6,12.416666666666666,15.5,2.8,-4.06,0.8571428571428571,0.8571428571428571,-0.1119047619047624,1
1,43,2,9500,1,1,136.0,1,19,1,9,10,124.1,0,0,0,1,1,1,21,0,0,8,8,0,0.0,0,8,8,0,0.0,9.4,-0.8,-3.12,0.0,0.0,0.0,1
1,44,1,9119,1,1,130.0,1,37,12,9,8,129.4,1,0,1,0,1,0,23,0,0,5,6,0,0.0,0,5,7,0,0.0,13.9,-0.3,0.79,0.0,0.0,0.0,0
1,1,1,9130,1,1,141.0,1,1,1,4,10,138.9,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,5,6,4,13.25,10.8,1.4,1.74,1.0,0.8,-0.34999999999999964,2
1,44,1,9238,1,39,140.0,1,1,1,4,3,138.6,0,0,0,1,1,0,22,0,3,6,7,6,12.333333333333334,2,6,6,2,14.0,13.9,-0.3,0.79,1.0,0.3333333333333333,1.666666666666666,0
